,datetimess,values
102,2021-05-08 07:26:31,74.37978
103,2021-05-08 07:26:29,137.8419
104,2021-05-08 07:26:27,162.3183
105,2021-05-08 07:26:25,100.862
106,2021-05-08 07:26:23,57.4378
107,2021-05-08 07:26:21,119.9275
108,2021-05-08 07:26:20,148.7747
109,2021-05-08 07:26:17,108.9007
110,2021-05-08 07:26:14,53.6364
111,2021-05-08 07:26:12,133.442
112,2021-05-08 07:26:10,149.8802
113,2021-05-08 07:26:08,89.2144
114,2021-05-08 07:26:06,111.1254
115,2021-05-08 07:26:04,134.3257
116,2021-05-08 07:26:02,153.0732
117,2021-05-08 07:26:00,79.26274
118,2021-05-08 07:25:58,51.98721
119,2021-05-08 07:25:56,130.9744
120,2021-05-08 07:25:54,144.8033
121,2021-05-08 07:25:52,112.8982
122,2021-05-08 07:25:50,89.52505
123,2021-05-08 07:25:48,111.1847
124,2021-05-08 07:25:46,159.0615
125,2021-05-08 07:25:44,103.4363
126,2021-05-08 07:25:42,55.85556
127,2021-05-08 07:25:40,124.3309
128,2021-05-08 07:25:38,153.9072
129,2021-05-08 07:25:36,111.5893
130,2021-05-08 07:25:34,62.22783
131,2021-05-08 07:25:32,122.0169
132,2021-05-08 07:25:30,161.1151
133,2021-05-08 07:25:28,107.5802
134,2021-05-08 07:25:27,50.07088
135,2021-05-08 07:25:24,93.94705
136,2021-05-08 07:25:21,153.5141
137,2021-05-08 07:25:19,102.457
138,2021-05-08 07:25:17,95.95317
139,2021-05-08 07:25:15,115.6734
140,2021-05-08 07:25:13,150.8292
141,2021-05-08 07:25:11,149.176
142,2021-05-08 07:25:09,59.81828
143,2021-05-08 07:25:07,131.9497
144,2021-05-08 07:25:05,149.7301
145,2021-05-08 07:25:03,95.78928
146,2021-05-08 07:25:01,103.7439
147,2021-05-08 07:24:59,116.5023
148,2021-05-08 07:24:57,149.0513
149,2021-05-08 07:24:55,151.8162
150,2021-05-08 07:24:53,113.4484
151,2021-05-08 07:24:51,139.9073
152,2021-05-08 07:24:49,148.7025
153,2021-05-08 07:24:47,160.761
154,2021-05-08 07:24:45,122.5285
155,2021-05-08 07:24:43,114.1426
156,2021-05-08 07:24:41,144.2429
157,2021-05-08 07:24:39,159.4008
158,2021-05-08 07:24:36,108.0449
159,2021-05-08 07:24:35,96.73903
160,2021-05-08 07:24:33,138.3002
161,2021-05-08 07:24:30,145.076
162,2021-05-08 07:24:28,92.47169
163,2021-05-08 07:24:26,79.04619
164,2021-05-08 07:24:24,119.593
165,2021-05-08 07:24:22,153.9343
166,2021-05-08 07:24:20,123.4933
167,2021-05-08 07:24:18,58.31448
168,2021-05-08 07:24:16,137.5006
169,2021-05-08 07:24:14,141.0603
170,2021-05-08 07:24:12,114.4294
171,2021-05-08 07:24:10,108.0526
172,2021-05-08 07:24:08,144.2459
173,2021-05-08 07:24:06,167.1653
174,2021-05-08 07:24:04,99.95925
175,2021-05-08 07:24:02,88.03394
176,2021-05-08 07:24:00,121.8657
177,2021-05-08 07:23:58,131.2436
178,2021-05-08 07:23:56,147.5131
179,2021-05-08 07:23:54,111.4903
180,2021-05-08 07:23:52,105.9139
181,2021-05-08 07:23:50,145.9568
182,2021-05-08 07:23:48,114.8285
183,2021-05-08 07:23:45,129.7403
184,2021-05-08 07:23:43,123.1637
185,2021-05-08 07:23:41,153.1617
186,2021-05-08 07:23:39,122.4819
187,2021-05-08 07:23:37,108.8861
188,2021-05-08 07:23:35,127.1559
189,2021-05-08 07:23:33,155.6944
190,2021-05-08 07:23:31,117.5164
191,2021-05-08 07:23:29,135.1616
192,2021-05-08 07:23:27,111.172
193,2021-05-08 07:23:25,155.4045
194,2021-05-08 07:23:23,138.5933
195,2021-05-08 07:23:21,64.84503
196,2021-05-08 07:23:19,102.2906
197,2021-05-08 07:23:17,136.6062
198,2021-05-08 07:23:15,133.4689
199,2021-05-08 07:23:13,81.64143
200,2021-05-08 07:23:11,70.35175
201,2021-05-08 07:23:09,148.1325
202,2021-05-08 07:23:07,136.1662
203,2021-05-08 07:23:05,108.4991
204,2021-05-08 07:23:03,110.2106
205,2021-05-08 07:23:01,137.7876
206,2021-05-08 07:22:59,141.7963
207,2021-05-08 07:22:57,100.0562
208,2021-05-08 07:22:55,71.31899
209,2021-05-08 07:22:52,138.7876
210,2021-05-08 07:22:50,147.5053
211,2021-05-08 07:22:48,101.1096
212,2021-05-08 07:22:46,95.59283
213,2021-05-08 07:22:44,150.1287
214,2021-05-08 07:22:42,154.7963
215,2021-05-08 07:22:40,90.48592
216,2021-05-08 07:22:38,85.61449
217,2021-05-08 07:22:36,142.1822
218,2021-05-08 07:22:34,153.8951
219,2021-05-08 07:22:32,121.3491
220,2021-05-08 07:22:30,107.1664
221,2021-05-08 07:22:28,150.091
222,2021-05-08 07:22:26,149.1754
223,2021-05-08 07:22:24,98.80658
224,2021-05-08 07:22:22,86.47907
225,2021-05-08 07:22:20,137.6077
226,2021-05-08 07:22:18,151.3439
227,2021-05-08 07:22:16,101.9333
228,2021-05-08 07:22:14,130.5772
229,2021-05-08 07:22:12,141.9436
230,2021-05-08 07:22:10,118.1697
231,2021-05-08 07:22:08,127.6939
232,2021-05-08 07:22:05,97.58372
233,2021-05-08 07:22:04,128.5868
234,2021-05-08 07:22:02,152.8581
235,2021-05-08 07:21:59,136.1698
236,2021-05-08 07:21:57,140.8065
237,2021-05-08 07:21:55,141.9924
238,2021-05-08 07:21:53,158.9318
239,2021-05-08 07:21:51,103.004
240,2021-05-08 07:21:49,78.46005
241,2021-05-08 07:21:47,131.9307
242,2021-05-08 07:21:45,149.6017
243,2021-05-08 07:21:43,154.5611
244,2021-05-08 07:21:41,111.3997
245,2021-05-08 07:21:39,122.6699
246,2021-05-08 07:21:37,158.7305
247,2021-05-08 07:21:35,129.0433
248,2021-05-08 07:21:33,75.95683
249,2021-05-08 07:21:31,80.22484
250,2021-05-08 07:21:29,151.313
251,2021-05-08 07:21:27,164.8172
252,2021-05-08 07:21:25,111.1394
253,2021-05-08 07:21:23,132.3628
254,2021-05-08 07:21:21,152.368
255,2021-05-08 07:21:19,150.6506
256,2021-05-08 07:21:17,106.8453
257,2021-05-08 07:21:14,129.3154
258,2021-05-08 07:21:13,145.5754
259,2021-05-08 07:21:12,150.2004
260,2021-05-08 07:21:08,93.16595
261,2021-05-08 07:21:06,100.0675
262,2021-05-08 07:21:04,128.4468
263,2021-05-08 07:21:02,148.6401
264,2021-05-08 07:21:00,117.7682
265,2021-05-08 07:20:58,111.0547
266,2021-05-08 07:20:56,130.3247
267,2021-05-08 07:20:54,155.872
268,2021-05-08 07:20:52,94.28725
269,2021-05-08 07:20:50,96.8347
270,2021-05-08 07:20:48,133.1279
271,2021-05-08 07:20:46,150.1824
272,2021-05-08 07:20:44,142.0798
273,2021-05-08 07:20:42,93.80487
274,2021-05-08 07:20:40,81.03241
275,2021-05-08 07:20:38,150.4375
276,2021-05-08 07:20:36,143.0008
277,2021-05-08 07:20:34,132.5321
278,2021-05-08 07:20:32,126.4723
279,2021-05-08 07:20:30,136.4047
280,2021-05-08 07:20:27,103.7921
281,2021-05-08 07:20:25,145.7448
282,2021-05-08 07:20:23,107.9704
283,2021-05-08 07:20:21,120.7271
284,2021-05-08 07:20:19,123.2725
285,2021-05-08 07:20:17,108.268
286,2021-05-08 07:20:15,84.46149
287,2021-05-08 07:20:13,117.0788
288,2021-05-08 07:20:11,117.9793
289,2021-05-08 07:20:09,140.2822
290,2021-05-08 07:20:07,148.8892
291,2021-05-08 07:20:05,160.478
292,2021-05-08 07:20:03,166.6112
293,2021-05-08 07:20:01,165.4852
294,2021-05-08 07:19:59,154.2144
295,2021-05-08 07:19:57,147.3643
296,2021-05-08 07:19:55,113.7904
297,2021-05-08 07:19:53,96.91009
298,2021-05-08 07:19:51,65.41599
299,2021-05-08 07:19:49,85.27666
300,2021-05-08 07:19:47,100.2488
301,2021-05-08 07:19:45,91.7143
302,2021-05-08 07:19:43,104.2373
303,2021-05-08 07:19:41,123.3112
304,2021-05-08 07:19:39,115.5624
305,2021-05-08 07:19:36,142.9378
306,2021-05-08 07:19:34,161.3711
307,2021-05-08 07:19:33,159.7611
308,2021-05-08 07:19:30,154.0648
309,2021-05-08 07:19:28,114.9018
310,2021-05-08 07:19:26,87.2174
311,2021-05-08 07:19:24,121.0503
312,2021-05-08 07:19:22,146.1338
313,2021-05-08 07:19:20,89.57745
314,2021-05-08 07:19:18,69.51963
315,2021-05-08 07:19:16,125.862
316,2021-05-08 07:19:14,153.6872
317,2021-05-08 07:19:12,145.1127
318,2021-05-08 07:19:10,101.943
319,2021-05-08 07:19:08,113.9611
320,2021-05-08 07:19:06,132.602
321,2021-05-08 07:19:04,122.9496
322,2021-05-08 07:19:02,77.41506
323,2021-05-08 07:19:00,110.2311
324,2021-05-08 07:18:58,147.8324
325,2021-05-08 07:18:56,115.0026
326,2021-05-08 07:18:54,96.32847
327,2021-05-08 07:18:52,115.7662
328,2021-05-08 07:18:50,149.5502
329,2021-05-08 07:18:48,149.2727
330,2021-05-08 07:18:45,136.4463
331,2021-05-08 07:18:44,126.4039
332,2021-05-08 07:18:42,143.9809
333,2021-05-08 07:18:39,159.5661
334,2021-05-08 07:18:37,125.7635
335,2021-05-08 07:18:35,136.3906
336,2021-05-08 07:18:33,154.8803
337,2021-05-08 07:18:31,104.5651
338,2021-05-08 07:18:29,85.87592
339,2021-05-08 07:18:27,131.6155
340,2021-05-08 07:18:25,146.5293
341,2021-05-08 07:18:23,117.7382
342,2021-05-08 07:18:21,106.2416
343,2021-05-08 07:18:19,136.4713
344,2021-05-08 07:18:17,150.6523
345,2021-05-08 07:18:15,148.6496
346,2021-05-08 07:18:13,108.5652
347,2021-05-08 07:18:11,138.0125
348,2021-05-08 07:18:09,154.3281
349,2021-05-08 07:18:07,131.9878
350,2021-05-08 07:18:05,134.6109
351,2021-05-08 07:18:03,145.9181
352,2021-05-08 07:18:01,153.4276
353,2021-05-08 07:17:59,99.78939
354,2021-05-08 07:17:57,57.63144
355,2021-05-08 07:17:54,125.9814
356,2021-05-08 07:17:53,168.4544
357,2021-05-08 07:17:51,108.9407
358,2021-05-08 07:17:48,44.7973
359,2021-05-08 07:17:46,120.8329
360,2021-05-08 07:17:44,145.7
361,2021-05-08 07:17:42,129.1077
362,2021-05-08 07:17:40,83.51567
363,2021-05-08 07:17:38,114.2663
364,2021-05-08 07:17:36,156.6917
365,2021-05-08 07:17:34,102.0785
366,2021-05-08 07:17:32,96.34618
367,2021-05-08 07:17:30,70.79408
368,2021-05-08 07:17:28,85.21322
369,2021-05-08 07:17:26,114.5519
370,2021-05-08 07:17:24,103.2874
371,2021-05-08 07:17:22,112.2838
372,2021-05-08 07:17:20,105.3885
373,2021-05-08 07:17:18,91.79022
374,2021-05-08 07:17:16,117.3209
375,2021-05-08 07:17:12,138.5578
376,2021-05-08 07:17:10,47.46995
377,2021-05-08 07:17:08,135.8834
378,2021-05-08 07:17:06,90.32551
379,2021-05-08 07:17:03,130.7503
380,2021-05-08 07:17:01,114.1768
381,2021-05-08 07:17:00,91.52285
382,2021-05-08 07:16:57,109.9389
383,2021-05-08 07:16:55,85.11209
384,2021-05-08 07:16:53,128.2224
385,2021-05-08 07:16:52,66.87904
386,2021-05-08 07:16:49,128.5476
387,2021-05-08 07:16:47,54.36642
388,2021-05-08 07:16:45,132.5113
389,2021-05-08 07:16:43,50.27493
390,2021-05-08 07:16:41,109.4129
391,2021-05-08 07:16:39,69.57485
392,2021-05-08 07:16:37,99.20586
393,2021-05-08 07:16:35,127.882
394,2021-05-08 07:16:33,120.0793
395,2021-05-08 07:16:31,114.1771
396,2021-05-08 07:16:29,123.1142
397,2021-05-08 07:16:27,129.7457
398,2021-05-08 07:16:25,111.1312
399,2021-05-08 07:16:23,148.6146
400,2021-05-08 07:16:21,74.5509
401,2021-05-08 07:16:19,126.6956
402,2021-05-08 07:16:17,67.44725
403,2021-05-08 07:16:14,128.0792
404,2021-05-08 07:16:12,117.516
405,2021-05-08 07:16:10,116.3247
406,2021-05-08 07:16:08,99.94276
407,2021-05-08 07:16:06,100.6933
408,2021-05-08 07:16:04,121.7175
409,2021-05-08 07:16:02,109.1193
410,2021-05-08 07:16:00,141.9142
411,2021-05-08 07:15:58,86.26575
412,2021-05-08 07:15:56,122.9837
413,2021-05-08 07:15:54,49.87239
414,2021-05-08 07:15:52,143.906
415,2021-05-08 07:15:50,83.83302
416,2021-05-08 07:15:48,150.8078
417,2021-05-08 07:15:46,98.30972
418,2021-05-08 07:15:44,127.1491
419,2021-05-08 07:15:42,126.5699
420,2021-05-08 07:15:40,74.35066
421,2021-05-08 07:15:38,121.3171
422,2021-05-08 07:15:36,110.4348
423,2021-05-08 07:15:34,133.1773
424,2021-05-08 07:15:32,80.01534
425,2021-05-08 07:15:30,112.8023
426,2021-05-08 07:15:28,120.9737
427,2021-05-08 07:15:26,39.66908
428,2021-05-08 07:15:23,106.611
429,2021-05-08 07:15:21,126.2106
430,2021-05-08 07:15:20,72.90607
431,2021-05-08 07:15:18,66.8987
432,2021-05-08 07:15:15,97.44189
433,2021-05-08 07:15:13,134.2172
434,2021-05-08 07:15:11,61.25525
435,2021-05-08 07:15:09,73.07175
436,2021-05-08 07:15:07,113.8639
437,2021-05-08 07:15:05,142.1252
438,2021-05-08 07:15:03,70.34766
439,2021-05-08 07:15:01,109.2431
440,2021-05-08 07:14:59,121.4749
441,2021-05-08 07:14:57,101.2584
442,2021-05-08 07:14:55,43.05277
443,2021-05-08 07:14:53,136.594
444,2021-05-08 07:14:51,138.2785
445,2021-05-08 07:14:49,79.13466
446,2021-05-08 07:14:47,61.9385
447,2021-05-08 07:14:45,107.1028
448,2021-05-08 07:14:43,153.6302
449,2021-05-08 07:14:41,86.30646
450,2021-05-08 07:14:39,45.68758
451,2021-05-08 07:14:37,115.4378
452,2021-05-08 07:14:35,110.7677
453,2021-05-08 07:14:33,77.9794
454,2021-05-08 07:14:28,112.0676
455,2021-05-08 07:14:26,86.44482
456,2021-05-08 07:14:24,61.64921
457,2021-05-08 07:14:22,89.73029
458,2021-05-08 07:14:20,132.0482
459,2021-05-08 07:14:18,115.5882
460,2021-05-08 07:14:16,47.15383
461,2021-05-08 07:14:14,95.57955
462,2021-05-08 07:14:12,156.7418
463,2021-05-08 07:14:10,88.01189
464,2021-05-08 07:14:08,68.36788
465,2021-05-08 07:14:06,107.9651
466,2021-05-08 07:14:04,117.5691
467,2021-05-08 07:14:02,82.19453
468,2021-05-08 07:14:00,50.63876
469,2021-05-08 07:13:58,117.5054
470,2021-05-08 07:13:56,116.1468
471,2021-05-08 07:13:54,77.78142
472,2021-05-08 07:13:52,54.77844
473,2021-05-08 07:13:50,127.0022
474,2021-05-08 07:13:48,111.6044
475,2021-05-08 07:13:45,87.9805
476,2021-05-08 07:13:43,44.75025
477,2021-05-08 07:13:42,89.60599
478,2021-05-08 07:13:40,143.4907
479,2021-05-08 07:13:37,86.0106
480,2021-05-08 07:13:35,50.16788
481,2021-05-08 07:13:33,62.76971
482,2021-05-08 07:13:31,80.35758
483,2021-05-08 07:13:29,46.86303
484,2021-05-08 07:13:27,49.5984
485,2021-05-08 07:13:25,45.73248
486,2021-05-08 07:13:23,67.05566
487,2021-05-08 07:13:21,93.09686
488,2021-05-08 07:13:19,106.487
489,2021-05-08 07:13:17,96.7663
490,2021-05-08 07:13:15,69.511
491,2021-05-08 07:13:13,52.8138
492,2021-05-08 07:13:11,59.24584
493,2021-05-08 07:13:09,64.19086
494,2021-05-08 07:13:07,81.34418
495,2021-05-08 07:13:05,102.3482
496,2021-05-08 07:13:03,104.6043
497,2021-05-08 07:13:01,81.55176
498,2021-05-08 07:12:59,58.54187
499,2021-05-08 07:12:57,61.383
500,2021-05-08 07:12:54,32.31392
501,2021-05-08 07:12:52,35.30414
502,2021-05-08 07:12:50,55.27632
503,2021-05-08 07:12:48,86.85256
504,2021-05-08 07:12:46,86.84332
505,2021-05-08 07:12:44,92.39543
506,2021-05-08 07:12:42,84.04207
507,2021-05-08 07:12:40,70.83892
508,2021-05-08 07:12:38,44.17899
509,2021-05-08 07:12:36,45.28127
510,2021-05-08 07:12:34,38.66132
511,2021-05-08 07:12:32,56.4922
512,2021-05-08 07:12:30,62.82857
513,2021-05-08 07:12:28,84.79902
514,2021-05-08 07:12:26,107.7623
515,2021-05-08 07:12:24,81.76329
516,2021-05-08 07:12:22,69.62721
517,2021-05-08 07:12:20,41.7555
518,2021-05-08 07:12:18,30.96337
519,2021-05-08 07:12:16,29.78758
520,2021-05-08 07:12:14,67.37569
521,2021-05-08 07:12:12,84.55202
522,2021-05-08 07:12:10,92.49722
523,2021-05-08 07:12:08,105.9868
524,2021-05-08 07:12:06,90.34257
525,2021-05-08 07:12:03,61.02599
526,2021-05-08 07:12:01,39.45942
527,2021-05-08 07:11:59,45.95828
528,2021-05-08 07:11:57,43.52979
529,2021-05-08 07:11:55,73.80981
530,2021-05-08 07:11:53,96.23231
531,2021-05-08 07:11:51,96.85778
532,2021-05-08 07:11:49,73.06006
533,2021-05-08 07:11:47,37.57016
534,2021-05-08 07:11:45,42.10026
535,2021-05-08 07:11:43,31.71198
536,2021-05-08 07:11:41,62.20627
537,2021-05-08 07:11:39,74.34378
538,2021-05-08 07:11:37,101.2993
539,2021-05-08 07:11:35,103.1406
540,2021-05-08 07:11:33,78.54489
541,2021-05-08 07:11:31,44.33809
542,2021-05-08 07:11:29,53.42739
543,2021-05-08 07:11:27,45.6328
544,2021-05-08 07:11:26,62.69273
545,2021-05-08 07:11:23,77.58647
546,2021-05-08 07:11:21,104.5067
547,2021-05-08 07:11:19,97.64598
548,2021-05-08 07:11:17,69.14721
549,2021-05-08 07:11:15,60.20993
550,2021-05-08 07:11:12,55.52853
551,2021-05-08 07:11:10,38.3669
552,2021-05-08 07:11:09,56.4969
553,2021-05-08 07:11:06,77.22148
554,2021-05-08 07:11:04,96.60981
555,2021-05-08 07:11:02,81.11853
556,2021-05-08 07:11:00,76.48568
557,2021-05-08 07:10:58,83.99616
558,2021-05-08 07:10:56,58.11927
559,2021-05-08 07:10:54,39.65681
560,2021-05-08 07:10:52,44.01437
561,2021-05-08 07:10:50,69.86694
562,2021-05-08 07:10:48,91.72883
563,2021-05-08 07:10:46,92.29926
564,2021-05-08 07:10:44,93.11157
565,2021-05-08 07:10:42,100.9836
566,2021-05-08 07:10:40,68.60154
567,2021-05-08 07:10:38,36.48813
568,2021-05-08 07:10:36,31.32261
569,2021-05-08 07:10:34,55.2254
570,2021-05-08 07:10:32,79.96177
571,2021-05-08 07:10:30,99.0815
572,2021-05-08 07:10:28,94.02126
573,2021-05-08 07:10:26,74.12673
574,2021-05-08 07:10:23,48.86573
575,2021-05-08 07:10:22,56.61588
576,2021-05-08 07:10:19,38.73544
577,2021-05-08 07:10:17,37.54304
578,2021-05-08 07:10:15,67.54991
579,2021-05-08 07:10:13,76.71303
580,2021-05-08 07:10:11,103.5459
581,2021-05-08 07:10:09,103.7719
582,2021-05-08 07:10:07,82.81232
583,2021-05-08 07:10:05,44.01345
584,2021-05-08 07:10:03,25.23149
585,2021-05-08 07:10:01,31.6312
586,2021-05-08 07:09:59,51.84787
587,2021-05-08 07:09:57,85.04044
588,2021-05-08 07:09:55,108.7493
589,2021-05-08 07:09:53,97.51377
590,2021-05-08 07:09:51,61.18763
591,2021-05-08 07:09:49,50.58088
592,2021-05-08 07:09:47,42.84217
593,2021-05-08 07:09:45,32.06501
594,2021-05-08 07:09:43,53.62043
595,2021-05-08 07:09:41,75.51055
596,2021-05-08 07:09:39,109.0153
597,2021-05-08 07:09:37,96.76936
598,2021-05-08 07:09:35,91.50099
599,2021-05-08 07:09:32,60.0044
600,2021-05-08 07:09:30,35.98689
601,2021-05-08 07:09:28,39.13333
602,2021-05-08 07:09:26,46.54422
603,2021-05-08 07:09:24,73.51933
604,2021-05-08 07:09:22,84.05977
605,2021-05-08 07:09:20,107.3738
606,2021-05-08 07:09:18,105.7946
607,2021-05-08 07:09:16,77.66087
608,2021-05-08 07:09:14,42.36295
609,2021-05-08 07:09:12,38.13708
610,2021-05-08 07:09:10,40.13683
611,2021-05-08 07:09:08,71.0111
612,2021-05-08 07:09:06,87.81612
613,2021-05-08 07:09:04,107.9828
614,2021-05-08 07:09:02,99.43227
615,2021-05-08 07:09:00,69.96586
616,2021-05-08 07:08:58,39.20975
617,2021-05-08 07:08:56,39.80465
618,2021-05-08 07:08:54,35.75956
619,2021-05-08 07:08:52,75.14697
620,2021-05-08 07:08:50,77.20615
621,2021-05-08 07:08:48,99.38654
622,2021-05-08 07:08:46,100.0005
623,2021-05-08 07:08:43,79.42586
624,2021-05-08 07:08:41,85.70107
625,2021-05-08 07:08:39,47.28292
626,2021-05-08 07:08:37,64.79276
627,2021-05-08 07:08:35,48.36099
628,2021-05-08 07:08:33,61.31013
629,2021-05-08 07:08:31,91.23508
630,2021-05-08 07:08:29,87.75291
631,2021-05-08 07:08:27,105.3356
632,2021-05-08 07:08:25,81.97838
633,2021-05-08 07:08:23,68.96605
634,2021-05-08 07:08:21,57.8369
635,2021-05-08 07:08:19,31.33755
636,2021-05-08 07:08:17,34.42402
637,2021-05-08 07:08:15,70.86482
638,2021-05-08 07:08:13,76.89371
639,2021-05-08 07:08:11,98.37669
640,2021-05-08 07:08:09,104.4758
641,2021-05-08 07:08:07,79.83614
642,2021-05-08 07:08:05,46.38139
643,2021-05-08 07:08:03,41.25911
644,2021-05-08 07:08:01,38.62473
645,2021-05-08 07:07:59,49.49742
646,2021-05-08 07:07:57,81.89837
647,2021-05-08 07:07:54,80.06792
648,2021-05-08 07:07:53,90.14505
649,2021-05-08 07:07:51,68.13013
650,2021-05-08 07:07:48,49.2939
651,2021-05-08 07:07:46,33.39885
652,2021-05-08 07:07:44,37.58384
653,2021-05-08 07:07:42,64.05614
654,2021-05-08 07:07:40,95.37659
655,2021-05-08 07:07:38,106.1608
656,2021-05-08 07:07:36,110.052
657,2021-05-08 07:07:34,101.0109
658,2021-05-08 07:07:32,75.54314
659,2021-05-08 07:07:30,53.27094
660,2021-05-08 07:07:28,37.39567
661,2021-05-08 07:07:26,51.95288
662,2021-05-08 07:07:24,74.89011
663,2021-05-08 07:07:22,84.35552
664,2021-05-08 07:07:20,102.6426
665,2021-05-08 07:07:18,83.34909
666,2021-05-08 07:07:16,60.48267
667,2021-05-08 07:07:14,27.33598
668,2021-05-08 07:07:12,31.12778
669,2021-05-08 07:07:10,58.02238
670,2021-05-08 07:07:08,79.66465
671,2021-05-08 07:07:06,99.80019
672,2021-05-08 07:07:03,82.22606
673,2021-05-08 07:07:01,77.48129
674,2021-05-08 07:07:00,55.84697
675,2021-05-08 07:06:57,61.02867
676,2021-05-08 07:06:55,32.14626
677,2021-05-08 07:06:53,42.52496
678,2021-05-08 07:06:51,70.98564
679,2021-05-08 07:06:49,80.47791
680,2021-05-08 07:06:47,104.7102
681,2021-05-08 07:06:45,99.29533
682,2021-05-08 07:06:43,75.29937
683,2021-05-08 07:06:41,46.5526
684,2021-05-08 07:06:39,31.72296
685,2021-05-08 07:06:37,35.62865
686,2021-05-08 07:06:35,50.76251
687,2021-05-08 07:06:33,85.20448
688,2021-05-08 07:06:31,100.3759
689,2021-05-08 07:06:29,100.1717
690,2021-05-08 07:06:27,79.52029
691,2021-05-08 07:06:25,87.4425
692,2021-05-08 07:06:23,52.91782
693,2021-05-08 07:06:21,34.10896
694,2021-05-08 07:06:19,44.63969
695,2021-05-08 07:06:17,69.15133
696,2021-05-08 07:06:14,103.5701
697,2021-05-08 07:06:12,113.4263
698,2021-05-08 07:06:10,83.59099
699,2021-05-08 07:06:08,80.4683
700,2021-05-08 07:06:06,42.03083
